frequency_hz,file_pair,mean_plv,max_plv,z_score,p_value
3000.0,HDSDR_20250724_020818Z_7468kHz_RF.wav vs HDSDR_20250724_020918Z_7468kHz_RF.wav,0.04290739771102418,0.06171762480151011,2.811924899309357,0.0196078431372549
3000.0,HDSDR_20250724_020918Z_7468kHz_RF.wav vs HDSDR_20250724_020956Z_7468kHz_RF.wav,0.04202428621983765,0.06098381726722206,2.092609508725205,0.058823529411764705
3000.0,HDSDR_20250724_020956Z_7468kHz_RF.wav vs HDSDR_20250724_021302Z_7468kHz_RF.wav,0.04862916284650767,0.0790503315240152,2.652918566486798,0.0392156862745098
3000.0,HDSDR_20250724_021302Z_7468kHz_RF.wav vs HDSDR_20250724_021416Z_7468kHz_RF.wav,0.02199820179139282,0.0371809070230428,-0.5281112088105697,0.7058823529411765
3000.0,HDSDR_20250724_021416Z_7468kHz_RF.wav vs HDSDR_20250724_021729Z_7468kHz_RF.wav,0.02334555826179157,0.04024312529587266,0.15709652918714864,0.43137254901960786
3000.0,HDSDR_20250724_021729Z_7468kHz_RF.wav vs HDSDR_20250724_021942Z_7468kHz_RF.wav,0.02116295756128155,0.036774402813704865,-0.4168757048368523,0.5686274509803921
3000.0,HDSDR_20250724_021942Z_7468kHz_RF.wav vs HDSDR_20250724_022036Z_7468kHz_RF.wav,0.02237840875518081,0.03462962837540827,-0.16064929118807875,0.5294117647058824
3000.0,HDSDR_20250724_022040Z_7468kHz_RF.wav vs HDSDR_20250724_022111Z_7468kHz_RF.wav,0.02175460971312417,0.0389936181762948,-0.7077228938636589,0.7450980392156863
3000.0,HDSDR_20250724_022111Z_7468kHz_RF.wav vs HDSDR_20250724_022217Z_7468kHz_RF.wav,0.01967893558013085,0.04741378848742928,-0.668614066123349,0.7450980392156863
3000.0,HDSDR_20250724_022217Z_7468kHz_RF.wav vs HDSDR_20250724_022249Z_7468kHz_RF.wav,0.015369652803846667,0.03499694611960543,-1.2109710434212224,0.9019607843137255
3000.0,HDSDR_20250724_022249Z_7468kHz_RF.wav vs HDSDR_20250724_022344Z_7468kHz_RF.wav,0.022633850112845407,0.02986103081435036,0.004315098907542718,0.49019607843137253
3000.0,HDSDR_20250724_022344Z_7468kHz_RF.wav vs HDSDR_20250724_022420Z_7468kHz_RF.wav,0.026961325626326933,0.04646604832032979,1.1036607938512613,0.17647058823529413
3000.0,HDSDR_20250724_022420Z_7468kHz_RF.wav vs HDSDR_20250724_022633Z_7468kHz_RF.wav,0.01952784287512936,0.050915322780619186,-0.8783878704931446,0.7843137254901961
3000.0,HDSDR_20250724_022633Z_7468kHz_RF.wav vs HDSDR_20250724_022916Z_7468kHz_RF.wav,0.02850955009684706,0.040271212321151356,0.9447591318060256,0.23529411764705882
3000.0,HDSDR_20250724_022916Z_7468kHz_RF.wav vs HDSDR_20250724_023045Z_7468kHz_RF.wav,0.04174769077706457,0.04946164262980064,2.1816128897636196,0.058823529411764705
3000.0,HDSDR_20250724_023045Z_7468kHz_RF.wav vs HDSDR_20250724_023124Z_7468kHz_RF.wav,0.018886416421492636,0.029085387468582715,-0.656157508588102,0.7647058823529411
3000.0,HDSDR_20250724_023124Z_7468kHz_RF.wav vs HDSDR_20250806_135740Z_7468kHz_RF.wav,0.03651778530370782,0.05495828511504441,1.7693905588373449,0.0392156862745098
3000.0,HDSDR_20250806_135740Z_7468kHz_RF.wav vs HDSDR_20250806_135839Z_7468kHz_RF.wav,0.023400364492436352,0.04730760408674478,0.2083979034204506,0.43137254901960786
3000.0,HDSDR_20250806_135839Z_7468kHz_RF.wav vs HDSDR_20250806_135943Z_7468kHz_RF.wav,0.02714835401313452,0.04755793168014474,1.1805842209047042,0.13725490196078433
3000.0,HDSDR_20250806_135943Z_7468kHz_RF.wav vs HDSDR_20250806_140032Z_7468kHz_RF.wav,0.031229478667584278,0.07252669594729957,2.434698836744059,0.0196078431372549
3000.0,HDSDR_20250806_140032Z_7468kHz_RF.wav vs HDSDR_20250806_140352Z_7468kHz_RF.wav,0.023074069206492354,0.040604166176890034,-0.29064103117142176,0.6470588235294118
3000.0,HDSDR_20250806_140352Z_7468kHz_RF.wav vs HDSDR_20250806_140711Z_7468kHz_RF.wav,0.026416607937240152,0.04645203805985543,0.8293796180965358,0.19607843137254902
3000.0,HDSDR_20250806_140711Z_7468kHz_RF.wav vs HDSDR_20250806_140748Z_7468kHz_RF.wav,0.02444091239164077,0.04393954805932313,0.3984952479714378,0.3333333333333333
3000.0,HDSDR_20250806_140748Z_7468kHz_RF.wav vs HDSDR_20250806_141336Z_7468kHz_RF.wav,0.028871675801208845,0.06465012943632535,1.4320742354702056,0.0784313725490196
3000.0,HDSDR_20250806_141336Z_7468kHz_RF.wav vs HDSDR_20250809_100932Z_7468kHz_RF.wav,0.02782947714681085,0.05188868695682575,1.4010700696481102,0.11764705882352941
3000.0,HDSDR_20250809_100932Z_7468kHz_RF.wav vs HDSDR_20250809_100956Z_7468kHz_RF.wav,0.025772124780339384,0.04285986226688737,0.5587458541759411,0.3333333333333333
3000.0,HDSDR_20250809_100956Z_7468kHz_RF.wav vs HDSDR_20250809_101015Z_7468kHz_RF.wav,0.032639502456062806,0.05180999778296112,2.1148964818126754,0.0392156862745098
3000.0,HDSDR_20250809_101015Z_7468kHz_RF.wav vs HDSDR_20250809_101039Z_7468kHz_RF.wav,0.01649647613113744,0.03664215680690608,-1.6723931995621848,0.9411764705882353
3000.0,HDSDR_20250809_101039Z_7468kHz_RF.wav vs HDSDR_20250809_101116Z_7468kHz_RF.wav,0.021057977526452828,0.03943917609178338,-0.7875425497913299,0.7647058823529411
3000.0,HDSDR_20250809_101116Z_7468kHz_RF.wav vs HDSDR_20250809_101227Z_7468kHz_RF.wav,0.02489045361611262,0.05747455403428804,0.4246534120068754,0.3333333333333333
3000.0,HDSDR_20250809_101227Z_7468kHz_RF.wav vs HDSDR_20250809_101249Z_7468kHz_RF.wav,0.05114677954069426,0.07665375327557385,2.3512122578684895,0.0392156862745098
